,location,total_sqft,bath,price,bhk
4816,Lingadheeranahalli,1682.0,3.0,120.0,3
4817,Lingadheeranahalli,1521.0,3.0,94.71,3
4818,Lingadheeranahalli,1893.0,3.0,130.0,3
4819,Lingadheeranahalli,1705.0,3.0,110.0,3
4820,Lingadheeranahalli,2245.0,4.0,154.0,4
4821,Lingadheeranahalli,1682.0,3.0,113.0,3
4822,Lingadheeranahalli,1682.0,3.0,114.0,3
4823,Lingadheeranahalli,1506.0,3.0,95.0,3
4824,Lingadheeranahalli,1683.0,3.0,110.0,3
4825,Lingadheeranahalli,1684.0,3.0,120.0,3
4826,Lingadheeranahalli,2236.0,4.0,153.0,4
4827,Lingadheeranahalli,1894.0,4.0,114.0,3
4828,Lingadheeranahalli,2240.0,4.0,160.0,4
4829,Magadi Road,3600.0,6.0,141.0,6
4830,Magadi Road,1116.0,2.0,50.0,2
4832,Magadi Road,884.0,2.0,41.1,2
4833,Magadi Road,1005.0,2.0,55.78,2
4834,Magadi Road,1500.0,2.0,93.0,4
4836,Magadi Road,1345.0,2.0,55.0,2
4837,Magadi Road,600.0,1.0,22.0,2
4838,Magadi Road,1191.0,2.0,55.38,3
4839,Magadi Road,1116.0,2.0,51.89,2
4840,Magadi Road,1052.0,2.0,60.0,3
4841,Magadi Road,750.0,2.0,27.0,2
4842,Magadi Road,940.0,2.0,50.0,2
4843,Magadi Road,1318.0,2.0,68.0,3
4844,Magadi Road,884.0,2.0,48.0,2
4846,Mahadevpura,1150.0,2.0,52.0,2
4847,Mahadevpura,1250.0,2.0,52.0,2
4848,Mahadevpura,1260.0,2.0,57.6,2
4849,Mahadevpura,730.0,1.0,35.0,1
4850,Mahadevpura,1434.0,2.0,67.39,3
4851,Mahadevpura,1146.0,2.0,53.8,2
4852,Mahadevpura,1532.0,2.0,62.0,2
4853,Mahadevpura,1620.0,2.0,76.0,3
4854,Mahadevpura,1136.0,2.0,64.5,2
4855,Mahadevpura,1400.0,2.0,65.8,3
4856,Mahadevpura,1137.0,2.0,53.4,2
4857,Mahadevpura,1601.0,3.0,95.0,3
4858,Mahadevpura,1450.0,3.0,75.0,3
4859,Mahadevpura,1152.0,2.0,54.0,2
4860,Mahadevpura,1212.0,2.0,56.9,2
4862,Mahadevpura,1505.0,3.0,78.0,3
4863,Mahadevpura,1500.0,2.0,70.0,3
4864,Mahadevpura,1236.0,2.0,58.0,2
4865,Mahadevpura,1236.0,2.0,58.0,2
4866,Mahadevpura,1120.0,2.0,53.0,2
4867,Mahalakshmi Layout,1575.0,5.0,158.0,4
4868,Mahalakshmi Layout,1105.0,2.0,80.0,2
4869,Mahalakshmi Layout,1200.0,3.0,160.0,4
4870,Mahalakshmi Layout,1200.0,2.0,110.0,3
4871,Mahalakshmi Layout,1876.0,3.0,150.0,3
4872,Mallasandra,1665.0,3.0,95.0,3
4873,Mallasandra,1665.0,3.0,86.58,3
4874,Mallasandra,1340.0,2.0,61.0,2
4875,Mallasandra,1325.0,2.0,70.0,2
4876,Mallasandra,1665.0,3.0,86.91,3
4877,Mallasandra,1325.0,2.0,70.0,2
4878,Mallasandra,905.0,2.0,40.0,2
4879,Mallasandra,1325.0,2.0,65.0,2
4880,Mallasandra,1325.0,2.0,73.0,2
4881,Mallasandra,1565.0,2.0,69.0,2
4882,Mallasandra,905.0,2.0,35.0,2
4884,Mallasandra,1100.0,2.0,76.3,3
4885,Malleshpalya,1140.0,2.0,46.5,2
4886,Malleshpalya,1225.0,2.0,46.86,2
4888,Malleshpalya,1052.0,2.0,50.0,2
4889,Malleshpalya,1405.0,2.0,77.0,3
4890,Malleshpalya,1065.0,2.0,50.0,2
4891,Malleshpalya,1210.0,2.0,55.0,2
4893,Malleshpalya,1060.0,2.0,40.0,2
4894,Malleshpalya,1430.0,2.0,69.5,3
4895,Malleshpalya,1421.0,2.0,90.0,2
4896,Malleshpalya,1245.0,2.0,55.0,2
4897,Malleshpalya,1200.0,2.0,46.0,2
4898,Malleshpalya,1225.0,2.0,52.0,2
4899,Malleshwaram,705.0,1.0,67.0,1
4900,Malleshwaram,12000.0,7.0,2200.0,7
4901,Malleshwaram,2500.0,5.0,325.0,4
4902,Malleshwaram,2006.0,3.0,297.0,3
4903,Malleshwaram,686.0,1.0,62.5,1
4904,Malleshwaram,2475.0,4.0,332.0,3
4905,Malleshwaram,2610.0,3.0,399.0,3
4906,Malleshwaram,2475.0,4.0,320.0,3
4907,Malleshwaram,900.0,2.0,95.0,2
4908,Malleshwaram,1420.0,2.0,158.0,2
4909,Malleshwaram,2000.0,3.0,250.0,3
4910,Malleshwaram,2215.0,3.0,275.0,3
4912,Malleshwaram,2475.0,4.0,300.0,3
4914,Malleshwaram,2215.0,4.0,310.0,3
4915,Malleshwaram,480.0,1.0,60.0,1
4916,Malleshwaram,1290.0,2.0,120.0,2
4917,Malleshwaram,2475.0,4.0,326.0,3
4918,Malleshwaram,2476.0,3.0,337.0,3
4919,Malleshwaram,900.0,2.0,90.0,2
4921,Malleshwaram,2050.0,4.0,270.0,3
4922,Malleshwaram,900.0,2.0,72.0,2
4923,Malleshwaram,620.0,1.0,86.8,1
4924,Malleshwaram,600.0,1.0,68.0,2
4925,Malleshwaram,2475.0,4.0,337.0,3
4926,Malleshwaram,2215.0,3.0,275.0,3
4927,Malleshwaram,2215.0,3.0,330.0,3
4929,Malleshwaram,1020.0,2.0,80.0,2
4930,Malleshwaram,600.0,1.0,90.0,2
4931,Malleshwaram,2200.0,3.0,275.0,3
4932,Malleshwaram,2475.0,4.0,326.0,3
4933,Malleshwaram,1500.0,2.0,140.0,2
4934,Malleshwaram,2475.0,4.0,340.0,3
4935,Malleshwaram,1400.0,2.0,190.0,2
4936,Malleshwaram,2475.0,4.0,300.0,3
4937,Malleshwaram,2400.0,3.0,380.0,3
4938,Malleshwaram,580.0,1.0,45.0,1
4939,Malleshwaram,1410.0,2.0,125.0,2
4942,Marathahalli,1220.0,2.0,57.0,2
4943,Marathahalli,1200.0,2.0,52.0,2
4944,Marathahalli,1200.0,2.0,60.0,2
4945,Marathahalli,1933.0,3.0,140.0,3
4946,Marathahalli,950.0,2.0,46.96,2
4947,Marathahalli,1230.0,2.0,80.0,2
4948,Marathahalli,3800.0,4.0,250.0,4
4949,Marathahalli,1019.0,2.0,49.85,2
4950,Marathahalli,1215.0,2.0,67.0,2
4951,Marathahalli,2181.0,3.0,152.0,4
4952,Marathahalli,1170.0,2.0,53.0,2
4953,Marathahalli,1019.0,2.0,49.86,2
4954,Marathahalli,1325.0,2.0,71.55,2
4955,Marathahalli,1220.0,2.0,56.5,2
4957,Marathahalli,1152.0,2.0,56.0,2
4958,Marathahalli,1610.0,3.0,90.0,3
4959,Marathahalli,1146.0,2.0,70.0,2
4961,Marathahalli,1469.0,3.0,89.0,3
4966,Marathahalli,2519.0,5.0,185.0,4
4968,Marathahalli,957.0,2.0,46.9,2
4969,Marathahalli,1583.0,3.0,105.0,3
4970,Marathahalli,2524.0,5.0,190.0,4
4974,Marathahalli,1071.0,2.0,52.25,2
4975,Marathahalli,1215.0,2.0,58.86,2
4976,Marathahalli,1102.0,2.0,53.67,2
4977,Marathahalli,1900.0,3.0,123.0,3
4978,Marathahalli,1045.0,2.0,60.0,2
4980,Marathahalli,1215.0,2.0,58.86,2
4981,Marathahalli,1365.0,2.0,73.0,2
4986,Marathahalli,1208.0,2.0,70.0,2
4987,Marathahalli,1325.0,1.0,92.0,2
4988,Marathahalli,1525.0,3.0,90.0,3
4989,Marathahalli,1937.0,3.0,140.0,3
4990,Marathahalli,1550.0,3.0,83.0,3
4991,Marathahalli,1350.0,2.0,86.0,2
4992,Marathahalli,957.0,2.0,47.0,2
4994,Marathahalli,1230.0,2.0,57.0,2
4995,Marathahalli,1200.0,2.0,58.0,2
4997,Marathahalli,607.0,1.0,35.0,1
4998,Marathahalli,1583.0,3.0,109.0,3
4999,Marathahalli,1075.0,2.0,52.43,2
5000,Marathahalli,1360.0,2.0,103.0,2
5001,Marathahalli,1220.0,2.0,58.5,2
5002,Marathahalli,950.0,2.0,45.68,2
5003,Marathahalli,615.0,1.0,44.0,1
5004,Marathahalli,1595.0,3.0,90.0,3
5005,Marathahalli,1350.0,2.0,89.0,2
5006,Marathahalli,1020.0,2.0,57.0,2
5007,Marathahalli,1600.0,3.0,88.0,2
5008,Marathahalli,780.0,1.0,55.0,1
5009,Marathahalli,1710.0,3.0,100.0,3
5011,Marathahalli,1358.0,2.0,81.0,2
5012,Marathahalli,1205.0,2.0,75.0,2
5013,Marathahalli,1730.0,3.0,110.0,3
5014,Marathahalli,1583.0,3.0,115.0,3
5015,Marathahalli,1200.0,2.0,67.0,2
5016,Marathahalli,1095.0,2.0,60.0,2
5017,Marathahalli,1060.0,2.0,48.0,2
5018,Marathahalli,1050.0,2.0,65.0,2
5019,Marathahalli,1102.0,2.0,53.67,2
5020,Marathahalli,1026.0,2.0,49.95,2
5023,Marathahalli,1220.0,2.0,59.0,2
5024,Marathahalli,881.0,2.0,48.06,2
5026,Marathahalli,1710.0,3.0,100.0,3
5027,Marathahalli,1680.0,3.0,105.0,3
5028,Marathahalli,1910.0,3.0,119.0,3
5029,Marathahalli,1602.0,2.0,104.0,2
5030,Marathahalli,700.0,1.0,38.0,1
5031,Marathahalli,1469.0,3.0,89.0,3
5033,Marathahalli,1690.0,3.0,116.0,3
5034,Marathahalli,1065.0,2.0,55.0,2
5035,Marathahalli,1693.0,3.0,125.0,3
5036,Marathahalli,1693.0,3.0,125.0,3
5037,Marathahalli,1196.0,2.0,57.9,2
5038,Marathahalli,1595.0,3.0,88.0,3
5039,Marathahalli,2122.0,3.0,125.0,3
5040,Marathahalli,1730.0,3.0,115.0,3
5043,Marathahalli,1125.0,2.0,55.0,2
5044,Marathahalli,1950.0,3.0,115.0,3
5045,Marathahalli,1250.0,2.0,68.0,2
5046,Marathahalli,1125.0,2.0,56.8,2
5047,Marathahalli,1350.0,2.0,90.0,2
5048,Marathahalli,1200.0,2.0,53.0,2
5049,Marathahalli,2500.0,5.0,175.0,4
5050,Marathahalli,957.0,2.0,47.0,2
5053,Marathahalli,1350.0,2.0,60.0,2
5054,Marathahalli,3400.0,4.0,235.0,4
5055,Marathahalli,1350.0,2.0,99.0,2
5057,Marathahalli,1285.0,2.0,55.0,2
5058,Marathahalli,2500.0,5.0,181.0,4
5059,Marathahalli,3800.0,4.0,235.0,4
5060,Marathahalli,3951.0,4.0,230.0,4
5061,Marathahalli,1125.0,2.0,54.8,2
5062,Marathahalli,1700.0,3.0,126.0,3
5064,Marathahalli,1270.0,2.0,73.0,2
5066,Marathahalli,950.0,2.0,46.7,2
5067,Marathahalli,1550.0,3.0,85.0,3
5068,Marathahalli,1019.0,2.0,49.86,2
5069,Marathahalli,1144.0,2.0,65.0,2
5070,Marathahalli,1240.0,2.0,55.0,2
5071,Marathahalli,1100.0,2.0,75.0,1
5072,Marathahalli,1156.0,2.0,52.0,2
5073,Marathahalli,2524.0,5.0,180.0,4
5074,Marathahalli,1135.0,2.0,60.0,2
5075,Marathahalli,1839.0,3.0,130.0,3
5076,Marathahalli,1170.0,2.0,85.0,2
5077,Marathahalli,1102.0,2.0,53.67,2
5078,Marathahalli,1108.0,2.0,60.0,3
5079,Marathahalli,1449.0,3.0,110.0,3
5080,Marathahalli,1360.0,2.0,101.0,2
5081,Marathahalli,1026.0,2.0,50.18,2
5084,Marathahalli,1270.0,2.0,80.0,2
5085,Marathahalli,1100.0,2.0,50.0,2
5086,Marathahalli,1196.0,2.0,57.95,2
5088,Marathahalli,1485.0,2.0,90.0,3
5089,Marathahalli,1146.0,2.0,69.0,2
5090,Margondanahalli,1090.0,2.0,58.0,2
5091,Margondanahalli,1200.0,2.0,58.5,2
5092,Margondanahalli,1200.0,2.0,67.0,2
5094,Margondanahalli,1000.0,2.0,57.0,2
5096,Margondanahalli,600.0,2.0,35.0,2
5097,Margondanahalli,1200.0,2.0,69.0,2
5098,Margondanahalli,900.0,2.0,49.0,2
5099,Margondanahalli,1140.0,2.0,60.0,2
5100,Margondanahalli,1100.0,2.0,55.0,2
5101,Margondanahalli,1152.0,1.0,66.0,2
5103,Margondanahalli,1200.0,2.0,65.0,2
5104,Margondanahalli,1050.0,2.0,58.0,2
5105,Margondanahalli,1160.0,2.0,65.0,2
5106,Margondanahalli,1334.0,2.0,67.76,2
5107,Marsur,1800.0,4.0,145.0,4
5108,Marsur,1200.0,3.0,90.0,3
5109,Marsur,1200.0,3.0,120.0,3
5110,Mico Layout,5000.0,9.0,210.0,9
5111,Mico Layout,1550.0,2.0,65.0,3
5112,Mico Layout,1125.0,2.0,40.0,2
5113,Mico Layout,1190.0,2.0,39.25,2
5114,Mico Layout,800.0,1.0,29.5,1
5115,Mico Layout,1250.0,2.0,44.0,3
5116,Mico Layout,1171.0,2.0,39.0,2
5117,Mico Layout,1200.0,2.0,53.5,2
5118,Mico Layout,1670.0,3.0,59.0,3
5119,Mico Layout,1140.0,2.0,43.0,2
5120,Munnekollal,1170.0,2.0,52.0,2
5121,Munnekollal,1102.0,2.0,53.67,2
5122,Munnekollal,1390.0,3.0,68.0,3
5123,Munnekollal,1200.0,2.0,49.5,2
5124,Munnekollal,950.0,2.0,46.5,2
5125,Munnekollal,1560.0,3.0,75.0,3
5126,Munnekollal,1750.0,3.0,86.5,3
5127,Munnekollal,1385.0,2.0,66.5,3
5128,Munnekollal,1080.0,2.0,45.0,2
5129,Munnekollal,1170.0,2.0,59.0,2
5131,Munnekollal,1200.0,2.0,57.9,3
5132,Munnekollal,1030.0,2.0,50.36,2
5133,Murugeshpalya,1296.0,2.0,81.0,2
5134,Murugeshpalya,1550.0,3.0,74.0,3
5135,Murugeshpalya,1845.0,3.0,91.0,3
5136,Murugeshpalya,1185.0,2.0,85.0,2
5137,Murugeshpalya,1225.0,2.0,48.0,2
5138,Murugeshpalya,1930.0,3.0,75.0,3
5139,Murugeshpalya,1600.0,2.0,65.0,3
5140,Murugeshpalya,1344.0,2.0,56.0,3
5141,Murugeshpalya,1500.0,2.0,70.0,3
5142,Murugeshpalya,1855.0,3.0,96.0,3
5143,Murugeshpalya,1175.0,2.0,75.0,2
5144,Mysore Road,1175.0,2.0,73.5,2
5145,Mysore Road,1710.0,4.0,91.31,3
5146,Mysore Road,1020.0,2.0,48.95,2
5147,Mysore Road,1175.0,2.0,73.5,2
5148,Mysore Road,1070.0,2.0,45.0,2
5149,Mysore Road,1239.0,2.0,53.0,2
5150,Mysore Road,1060.0,2.0,62.0,2
5151,Mysore Road,980.0,2.0,45.47,2
5152,Mysore Road,883.0,2.0,40.0,2
5153,Mysore Road,1525.0,3.0,96.0,3
5154,Mysore Road,1200.0,2.0,65.0,2
5158,Mysore Road,883.0,2.0,40.95,2
5159,Mysore Road,1070.0,2.0,49.65,2
5161,Mysore Road,883.0,2.0,50.0,2
5162,Mysore Road,1155.0,2.0,51.0,2
5163,Mysore Road,1003.0,2.0,43.0,2
5164,Mysore Road,1237.0,2.0,73.0,2
5165,Mysore Road,883.0,2.0,45.0,2
5166,Mysore Road,1170.0,2.0,65.0,2
5167,Mysore Road,940.0,2.0,43.61,2
5169,Mysore Road,1020.0,2.0,48.95,2
5170,Mysore Road,1568.0,2.0,100.0,3
5172,Mysore Road,1175.0,2.0,70.5,2
5173,Mysore Road,1080.0,2.0,60.0,3
5175,Mysore Road,883.0,2.0,37.0,2
5177,NGR Layout,1020.0,2.0,45.9,2
5178,NGR Layout,1105.0,2.0,49.73,2
5179,NGR Layout,1022.0,2.0,45.9,2
5180,NGR Layout,1020.0,2.0,45.0,2
5181,NGR Layout,1019.0,2.0,45.9,2
5182,NGR Layout,1020.0,2.0,46.0,2
5183,NGR Layout,1021.0,2.0,46.0,2
5184,NGR Layout,1021.0,2.0,45.9,2
5185,NRI Layout,1565.0,2.0,75.0,3
5186,NRI Layout,2500.0,5.0,130.0,5
5187,NRI Layout,1125.0,2.0,45.56,2
5188,NRI Layout,2150.0,4.0,115.0,4
5189,NRI Layout,1250.0,2.0,75.0,2
5190,NRI Layout,1789.0,3.0,75.0,3
5191,NRI Layout,1731.0,3.0,64.11,3
5192,NRI Layout,2400.0,2.0,125.0,2
5194,Nagarbhavi,1350.0,3.0,150.0,3
5195,Nagarbhavi,1200.0,2.0,150.0,2
5197,Nagarbhavi,2400.0,3.0,160.0,3
5198,Nagarbhavi,884.0,2.0,36.0,1
5199,Nagarbhavi,1055.0,2.0,55.0,2
5201,Nagarbhavi,1223.0,2.0,60.0,2
5202,Nagarbhavi,956.0,2.0,49.0,2
5204,Nagarbhavi,1200.0,2.0,150.0,2
5207,Nagarbhavi,1145.0,2.0,40.0,2
5208,Nagarbhavi,300.0,1.0,20.0,1
5209,Nagarbhavi,1250.0,3.0,175.0,4
5210,Nagarbhavi,710.0,2.0,40.0,1
5212,Nagarbhavi,1212.0,2.0,50.0,2
5213,Nagarbhavi,1020.0,2.0,55.0,2
5215,Nagarbhavi,1120.0,2.0,53.0,2
5217,Nagarbhavi,1146.0,2.0,50.0,2
5219,Nagarbhavi,1190.0,2.0,63.0,2
5221,Nagarbhavi,1050.0,2.0,80.0,2
5222,Nagarbhavi,2500.0,3.0,180.0,5
5224,Nagarbhavi,1250.0,3.0,170.0,2
5226,Nagarbhavi,1400.0,2.0,135.0,3
5228,Nagarbhavi,1100.0,2.0,46.2,2
5229,Nagarbhavi,1080.0,2.0,49.0,2
5230,Nagarbhavi,1800.0,3.0,180.0,4
5231,Nagarbhavi,1225.0,2.0,58.0,2
5232,Nagasandra,980.0,2.0,48.0,2
5233,Nagasandra,2400.0,4.0,145.0,4
5235,Nagasandra,1650.0,3.0,95.0,3
5236,Nagasandra,1500.0,2.0,91.0,2
5237,Nagavara,400.0,1.0,14.0,1
5238,Nagavara,2172.65,3.0,120.0,4
5240,Nagavara,2319.0,3.0,180.0,3
5241,Nagavara,2430.0,4.0,180.0,3
5242,Nagavara,936.0,2.0,40.2,2
5243,Nagavara,1125.0,2.0,44.5,2
5244,Nagavara,1315.0,2.0,70.0,2
5245,Nagavara,1077.0,2.0,50.0,2
5246,Nagavara,2496.0,4.0,125.0,4
5247,Nagavara,1110.0,2.0,44.95,2
5248,Nagavara,1247.0,2.0,58.56,2
5249,Nagavarapalya,1392.0,2.0,99.0,2
5250,Nagavarapalya,705.0,1.0,52.5,1
5251,Nagavarapalya,1300.0,3.0,80.0,3
5252,Nagavarapalya,705.0,1.0,57.0,1
5253,Nagavarapalya,705.0,1.0,55.0,1
5254,Nagavarapalya,705.0,1.0,57.0,1
5255,Nagavarapalya,1335.0,2.0,110.0,2
5256,Nagavarapalya,1260.0,2.0,85.5,2
5257,Narayanapura,1308.0,2.0,89.04,2
5258,Narayanapura,1566.0,3.0,83.3,3
5259,Narayanapura,1485.0,3.0,85.0,3
5260,Narayanapura,1302.0,2.0,69.1,2
5261,Narayanapura,1308.0,2.0,89.04,2
5262,Narayanapura,2357.0,3.0,135.0,3
5263,Narayanapura,2357.0,3.0,135.0,3
5264,Narayanapura,1469.0,2.0,99.14,2
5265,Neeladri Nagar,1053.0,2.0,45.0,2
5266,Neeladri Nagar,1363.0,2.0,68.0,2
5267,Neeladri Nagar,2556.0,3.0,133.0,3
5268,Neeladri Nagar,674.0,1.0,21.0,1
5269,Neeladri Nagar,527.0,1.0,26.0,1
5270,Neeladri Nagar,1167.0,2.0,38.0,3
5271,Neeladri Nagar,1060.0,2.0,35.0,2
5272,Neeladri Nagar,640.0,1.0,20.5,1
5274,Neeladri Nagar,1105.0,2.0,30.0,2
5275,Neeladri Nagar,1100.0,2.0,30.0,2
5276,Neeladri Nagar,2111.0,3.0,103.0,3
5277,Nehru Nagar,1775.0,3.0,110.0,3
5278,Nehru Nagar,2363.0,5.0,120.0,4
5279,Nehru Nagar,2342.0,3.0,115.0,4
5280,Nehru Nagar,967.0,2.0,41.1,2
5281,Nehru Nagar,1374.0,3.0,72.0,3
5282,Nehru Nagar,1674.0,3.0,90.0,3
5283,Nehru Nagar,1269.0,2.0,63.0,3
5284,Nehru Nagar,1100.0,2.0,50.0,2
5285,Nehru Nagar,1674.0,3.0,81.0,3
5286,OMBR Layout,2420.0,3.0,185.0,3
5287,OMBR Layout,1078.0,2.0,65.0,2
5288,OMBR Layout,1101.0,2.0,65.5,2
5289,OMBR Layout,1041.0,2.0,65.5,2
5290,OMBR Layout,1300.0,2.0,80.0,2
5291,OMBR Layout,1085.0,2.0,64.0,2
5292,OMBR Layout,1855.0,3.0,145.0,3
5293,OMBR Layout,1050.0,2.0,48.0,2
5295,OMBR Layout,1165.0,2.0,88.5,2
5296,OMBR Layout,1101.0,2.0,66.0,2
5297,OMBR Layout,3400.0,4.0,275.0,4
5299,Old Airport Road,2732.0,4.0,204.0,4
5301,Old Airport Road,3356.0,4.0,251.0,4
5302,Old Airport Road,1206.0,2.0,75.0,2
5303,Old Airport Road,2774.0,4.0,207.0,4
5304,Old Airport Road,2690.0,4.0,191.0,4
5305,Old Airport Road,2690.0,4.0,199.0,4
5306,Old Airport Road,1655.0,2.0,97.65,2
5307,Old Airport Road,1075.0,2.0,60.0,2
5308,Old Airport Road,1858.0,2.0,167.0,3
5309,Old Airport Road,1150.0,2.0,90.0,2
5310,Old Airport Road,2690.0,4.0,191.0,4
5311,Old Airport Road,2658.0,5.0,187.0,4
5312,Old Airport Road,946.0,2.0,58.0,2
5313,Old Airport Road,2774.0,4.0,208.0,4
5314,Old Airport Road,2774.0,4.0,208.0,4
5315,Old Airport Road,3200.0,4.0,280.0,4
5316,Old Airport Road,2690.0,4.0,201.0,4
5317,Old Airport Road,1145.0,2.0,75.0,2
5318,Old Airport Road,2732.0,4.0,194.0,4
5319,Old Airport Road,2658.0,5.0,189.0,4
5320,Old Airport Road,2774.0,4.0,197.0,4
5321,Old Airport Road,3496.0,4.0,262.0,4
5322,Old Airport Road,2774.0,4.0,197.0,4
5323,Old Airport Road,2732.0,4.0,204.0,4
5324,Old Airport Road,1798.0,3.0,150.0,3
5325,Old Airport Road,2774.0,4.0,208.0,4
5326,Old Airport Road,1184.0,2.0,78.0,2
5327,Old Airport Road,3504.0,4.0,262.0,4
5328,Old Airport Road,1055.0,2.0,75.0,2
5329,Old Madras Road,1425.0,2.0,94.0,3
5333,Old Madras Road,935.0,2.0,45.0,2
5334,Old Madras Road,1720.0,3.0,100.0,3
5335,Old Madras Road,1200.0,2.0,72.0,2
5336,Old Madras Road,1225.0,2.0,53.55,2
5337,Old Madras Road,1100.0,2.0,70.0,2
5339,Old Madras Road,1171.0,2.0,75.0,2
5340,Old Madras Road,935.0,2.0,45.0,2
5343,Old Madras Road,1065.0,2.0,47.86,2
5344,Old Madras Road,2010.0,3.0,125.0,4
5346,Old Madras Road,1480.0,2.0,84.0,3
5348,Old Madras Road,1210.0,2.0,74.0,2
5349,Old Madras Road,1171.0,2.0,72.0,2
5351,Old Madras Road,1480.0,3.0,95.0,3
5353,Old Madras Road,1210.0,2.0,80.0,2
5354,Old Madras Road,1859.0,3.0,121.0,3
5358,Old Madras Road,2300.0,3.0,142.0,3
5359,Old Madras Road,1157.0,2.0,47.32,2
5361,Old Madras Road,1210.0,2.0,80.0,2
5362,Old Madras Road,1210.0,2.0,77.0,2
5363,Old Madras Road,1330.0,2.0,74.0,2
5364,Old Madras Road,1720.0,3.0,106.0,3
5365,Old Madras Road,1157.0,2.0,47.32,2
5367,Old Madras Road,2990.0,3.0,170.0,3
5369,Old Madras Road,1171.0,2.0,73.0,2
5370,Old Madras Road,1630.0,3.0,110.0,3
5371,Old Madras Road,1165.0,2.0,52.0,2
5372,Old Madras Road,2640.0,2.0,170.0,2
5373,Old Madras Road,1165.0,2.0,51.42,2
5374,Padmanabhanagar,1020.0,2.0,63.0,2
5375,Padmanabhanagar,1176.0,2.0,62.0,2
5376,Padmanabhanagar,1258.0,2.0,115.0,2
5378,Padmanabhanagar,1100.0,2.0,65.0,2
5379,Padmanabhanagar,3400.0,3.0,210.0,4
5383,Padmanabhanagar,4500.0,4.0,360.0,3
5384,Padmanabhanagar,1200.0,2.0,60.0,2
5386,Padmanabhanagar,1000.0,1.0,90.0,2
5387,Padmanabhanagar,1067.0,2.0,52.0,2
5391,Padmanabhanagar,1100.0,2.0,60.0,2
5392,Padmanabhanagar,2051.0,3.0,180.0,3
5393,Padmanabhanagar,2051.0,3.0,170.0,3
5394,Pai Layout,1006.0,2.0,35.0,2
5395,Pai Layout,1550.0,2.0,90.0,3
5396,Pai Layout,1050.0,2.0,40.0,2
5397,Pai Layout,1400.0,2.0,67.0,3
5398,Pai Layout,1100.0,2.0,50.0,2
5399,Pai Layout,1255.0,2.0,80.0,2
5400,Pai Layout,1075.0,2.0,35.0,2
5401,Pai Layout,1400.0,2.0,57.5,2
5402,Pai Layout,1175.0,2.0,60.0,2
5403,Pai Layout,810.0,2.0,34.5,2
5404,Pai Layout,1000.0,2.0,34.0,2
5405,Pai Layout,1000.0,2.0,42.0,2
5406,Pai Layout,3800.0,6.0,175.0,6
5407,Pai Layout,1068.0,2.0,48.0,2
5408,Pai Layout,1510.0,2.0,65.0,3
5411,Panathur,1359.0,2.0,87.0,2
5412,Panathur,1438.0,2.0,100.0,2
5413,Panathur,1688.0,3.0,118.0,3
5415,Panathur,1198.0,2.0,77.0,2
5416,Panathur,1180.0,2.0,70.0,2
5417,Panathur,1546.0,3.0,99.0,3
5419,Panathur,1000.0,2.0,65.3,2
5420,Panathur,1109.0,2.0,63.0,2
5421,Panathur,1000.0,2.0,68.0,2
5422,Panathur,1255.0,2.0,79.0,2
5423,Panathur,1205.0,2.0,62.9,2
5424,Panathur,1210.0,2.0,85.0,2
5425,Panathur,1198.0,2.0,82.0,2
5426,Panathur,1235.0,2.0,65.0,2
5427,Panathur,1210.0,2.0,80.0,2
5428,Panathur,1210.0,2.0,77.0,2
5429,Panathur,661.0,1.0,40.0,1
5430,Panathur,1713.0,3.0,120.0,3
5431,Panathur,1210.0,2.0,78.0,2
5433,Panathur,1050.0,2.0,60.0,2
5434,Panathur,1398.0,2.0,97.0,2
5435,Panathur,1065.0,2.0,58.0,2
5436,Panathur,1007.0,2.0,64.0,2
5437,Panathur,1210.0,2.0,77.93,2
5438,Panathur,1230.0,2.0,80.0,2
5439,Panathur,980.0,2.0,57.0,2
5440,Panathur,1075.0,2.0,60.0,2
5441,Panathur,1210.0,2.0,69.0,2
5442,Panathur,1343.0,2.0,76.0,2
5443,Parappana Agrahara,1194.0,2.0,47.0,2
5444,Parappana Agrahara,1194.0,2.0,47.0,2
5445,Parappana Agrahara,1194.0,2.0,46.0,2
5446,Parappana Agrahara,1194.0,2.0,47.0,2
5447,Parappana Agrahara,1194.0,2.0,46.0,2
5448,Parappana Agrahara,1194.0,2.0,47.0,2
5449,Parappana Agrahara,1194.0,2.0,47.0,2
5450,Parappana Agrahara,1092.0,2.0,43.0,2
5451,Parappana Agrahara,1194.0,2.0,45.0,2
5452,Parappana Agrahara,1200.0,1.0,45.0,1
5453,Parappana Agrahara,1194.0,2.0,46.0,2
5454,Parappana Agrahara,1194.0,2.0,47.0,2
5455,Parappana Agrahara,1194.0,2.0,47.0,2
5456,Parappana Agrahara,1194.0,2.0,46.0,2
5457,Parappana Agrahara,1194.0,2.0,46.0,2
5458,Pattandur Agrahara,1550.0,2.0,80.0,3
5459,Pattandur Agrahara,1025.0,2.0,44.5,2
5460,Pattandur Agrahara,1247.0,2.0,59.8,2
5461,Pattandur Agrahara,900.0,2.0,42.0,2
5462,Pattandur Agrahara,1302.0,2.0,66.0,2
5463,Pattandur Agrahara,1550.0,2.0,80.0,3
5464,Pattandur Agrahara,1247.0,2.0,62.35,2
5465,Pattandur Agrahara,1350.0,2.0,68.0,2
5466,Poorna Pragna Layout,920.0,2.0,39.55,2
